Rank,Name,TM,PSN,Points,Games Played,PPG
523,Ben DiNucci,DAL,QB,7,3,2.3
525,Nick Westbrook-Ikhine,TEN,WR,6.8,10,0.7
526,Jason Croom,PHI,TE,6.8,3,2.3
526,Jordan Thomas,IND,TE,6.8,5,1.4
528,Michael Burton,KC,RB,6.6,12,0.6
529,Trenton Cannon,CAR,RB,6.4,11,0.6
530,Steven Mitchell,FA,WR,6,3,2
530,Isaiah Zuber,NE,WR,6,4,1.5
532,Riley Ridley,CHI,WR,5.9,3,2
532,Khari Blasingame,TEN,RB,5.9,11,0.5
534,Tanner Hudson,TB,TE,5.6,8,0.7
534,Levine Toilolo,NYG,TE,5.6,14,0.4
536,Ted Ginn,FA,WR,5.5,5,1.1
536,Dontrell Hilliard,HOU,RB,5.5,5,1.1
536,Deon Yelder,TEN,TE,5.5,10,0.6
539,Cethan Carter,MIA,TE,5.2,12,0.4
539,Alex Armah,NO,RB,5.2,12,0.4
541,Darrius Shepherd,KC,WR,5.1,8,0.6
542,Seth Roberts,FA,WR,5.1,7,0.7
542,Brandon Zylstra,CAR,WR,5.1,11,0.5
544,Juwan Johnson,NO,WR,5,5,1
544,Kahale Warring,HOU,TE,5,6,0.8
546,Hunter Bryant,DET,TE,4.9,3,1.6
547,Josh Malone,NYJ,WR,4.8,4,1.2
548,Robert Foster,MIA,WR,4.7,3,1.6
549,Robert Griffin,FA,QB,4.6,4,1.2
550,Elijhaa Penny,NYG,RB,4.5,13,0.4
550,Lawrence Cager,NYJ,WR,4.5,2,2.3
552,River Cracraft,SF,WR,4.4,5,0.9
553,Charlie Woerner,SF,TE,4.3,10,0.4
554,Jaeden Graham,ATL,TE,4,13,0.3
554,Elliott Fry,FA,K,4,1,4
554,Jonathan Brown,JAC,K,4,1,4
557,Stephen Carlson,CLE,TE,3.6,11,0.3
558,Ben Ellefson,JAC,TE,3.5,5,0.7
558,Austin Walter,NYJ,RB,3.5,2,1.8
560,Deontay Burnett,FA,WR,3.4,2,1.7
561,Tavon Austin,JAC,WR,3.3,3,1.1
561,Daurice Fountain,KC,WR,3.3,4,0.8
563,Darwin Thompson,KC,RB,3.2,8,0.4
564,Bo Scarbrough,LV,RB,3.1,1,3.1
564,Ty Montgomery,NO,RB,3.1,3,1
566,Antonio Gandy-Golden,WAS,WR,3,6,0.5
566,Antonio Callaway,KC,WR,3,4,0.8
566,Brian Hoyer,NE,QB,3,1,3
569,Tyrie Cleveland,DEN,WR,2.8,8,0.4
569,David Blough,DET,QB,2.8,1,2.8
571,Penny Hart,SEA,WR,2.7,9,0.3
571,John Ross,NYG,WR,2.7,3,0.9
573,Andy Janovich,CLE,RB,2.7,10,0.3
574,Jonathan Williams,WAS,RB,2.6,2,1.3
574,Tommylee Lewis,NO,WR,2.6,4,0.7
574,Colby Parkinson,SEA,TE,2.6,1,2.6
574,Austin Carr,FA,WR,2.6,5,0.5
578,Jameis Winston,NO,QB,2.5,2,1.3
579,Rico Dowdle,DAL,RB,2.4,10,0.2
580,Donte Moncrief,HOU,WR,2.4,5,0.5
581,Dante Pettis,NYG,WR,2.3,6,0.4
582,Theo Riddick,LV,RB,2.2,4,0.6
583,Bennie Fowler,SF,WR,2.1,5,0.4
583,Jaleel Scott,FA,WR,2.1,1,2.1
583,Tyler Huntley,BAL,QB,2.1,1,2.1
583,LeVante Bellamy,DEN,RB,2.1,4,0.5
583,Scottie Phillips,HOU,RB,2.1,4,0.5
588,Stephen Hauschka,FA,K,2,1,2
588,Dalton Keene,NE,TE,2,4,0.5
590,Chandler Cox,FA,RB,1.9,6,0.3
591,James Proche,BAL,WR,1.9,14,0.1
591,Nathan Peterman,LV,QB,1.9,1,1.9
591,Derek Carrier,LV,TE,1.9,11,0.2
594,Keith Kirkwood,CAR,WR,1.8,1,1.8
594,Vyncint Smith,NYJ,WR,1.8,4,0.5
594,Dominique Dafney,GB,TE,1.8,2,0.9
594,Case Keenum,CLE,QB,1.8,2,0.9
594,Daniel Brown,NYJ,TE,1.8,12,0.2
599,Eric Saubert,DEN,TE,1.7,6,0.3
600,Cody Hollister,TEN,WR,1.7,1,1.7
600,Josiah Deguara,GB,TE,1.7,2,0.9
600,Luke Willson,SEA,TE,1.7,6,0.3
600,Blake Jarwin,DAL,TE,1.7,1,1.7
604,Marcus Kemp,KC,WR,1.6,6,0.3
604,Lamar Miller,WAS,RB,1.6,1,1.6
606,Temarrick Hemingway,WAS,TE,1.5,4,0.4
606,Jake Butt,CHI,TE,1.5,5,0.3
606,Rashaad Penny,SEA,RB,1.5,2,0.8
606,Dwayne Washington,NO,RB,1.5,10,0.2
610,Jason Huntley,PHI,RB,1.4,4,0.4
611,D.J. Foster,FA,RB,1.4,7,0.2
612,Logan Woodside,TEN,QB,1.3,5,0.3
613,Craig Reynolds,DET,RB,1.2,1,1.2
614,Cullen Gillaspia,NYG,RB,1.1,7,0.2
614,Andre Roberts,HOU,WR,1.1,15,0.1
614,Geno Smith,SEA,QB,1.1,1,1.1
614,Jeremy Sprinkle,DAL,TE,1.1,11,0.1
614,Trent Sherfield,SF,WR,1.1,11,0.1
614,Brandon Dillon,MIN,TE,1.1,1,1.1
620,Matt Barkley,TEN,QB,1,3,0.3
620,Taylor Russolino,FA,K,1,1,1
620,Trevon Wesco,NYJ,TE,1,10,0.1
620,Trenton Irwin,CIN,WR,1,1,1
620,Brandon Wright,LAR,K,1,1,1
625,Senorise Perry,FA,RB,0.9,5,0.2
626,Dexter Williams,GB,RB,0.8,3,0.3
626,Isaac Nauta,GB,TE,0.8,3,0.3
628,Tyler Bray,FA,QB,0.7,1,0.7
628,Bruce Miller,FA,TE,0.7,8,0.1
628,Marcus Baugh,PIT,TE,0.7,6,0.1
631,John Lovett,FA,QB,0.6,7,0.1
632,Tony Brooks-James,PIT,RB,0.4,1,0.4
633,Qadree Ollison,ATL,RB,0.3,2,0.2
633,JoJo Natson,CLE,WR,0.3,3,0.1
633,Chris Streveler,ARI,QB,0.3,3,0.1
636,Xavier Jones,LAR,RB,0,9,0
636,Dan Chisena,MIN,WR,0,11,0
636,Trey Quinn,LV,WR,0,1,0
636,Jordan Matthews,SF,WR,0,1,0
636,Chris Rowland,ATL,WR,0,1,0
636,Derrick Willies,CLE,WR,0,1,0
636,Gehrig Dieter,KC,WR,0,1,0
636,Jake Bargas,MIN,TE,0,1,0
636,Stanley Morgan,CIN,WR,0,4,0
636,Matt Sokol,LAC,TE,0,1,0
636,Caleb Wilson,WAS,TE,0,1,0
636,Joe Webb,FA,QB,0,1,0
636,Sewo Olonilua,DAL,RB,0,2,0
636,Isaiah Coulter,HOU,WR,0,1,0
636,Marken Michel,PHI,WR,0,1,0
636,Brycen Hopkins,LAR,TE,0,1,0
636,Chris Myarick,MIA,TE,0,1,0
636,Seth DeValve,FA,TE,0,2,0
636,Javon Leake,DET,RB,0,1,0
636,AJ McCarron,ATL,QB,0,1,0
636,Juwann Winfree,GB,WR,0,1,0
636,Rashod Berry,NE,TE,0,2,0
636,Mike White,NYJ,QB,0,1,0
636,Raymond Calais,LAR,RB,0,3,0
636,Reggie Begelton,GB,WR,0,1,0
636,Matthew Slater,NE,WR,0,10,0
636,Keelan Doss,LV,WR,0,1,0
636,Derek Watt,PIT,RB,0,9,0
636,Garrett Griffin,NO,TE,0,2,0
636,Deante Burton,DAL,WR,0,3,0
636,Johnny Holton,NYG,WR,0,1,0
636,Tyler Davis,JAC,TE,0,4,0
636,Tajae Sharpe,ATL,WR,0,4,0
636,Mason Schreck,CIN,TE,0,9,0
636,Jonathan Ward,ARI,RB,0,9,0
636,Taiwan Jones,BUF,RB,0,11,0
636,Trey Edmunds,PIT,RB,0,3,0
636,Kenjon Barner,FA,RB,0,6,0
636,Justin Hardee,NYJ,WR,0,9,0
636,Cyril Grayson,TB,WR,0,3,0
636,Malik Turner,DAL,WR,0,5,0
636,Farrod Green,IND,TE,0,1,0
636,Sean McKeon,DAL,TE,0,7,0
636,Noah Togiai,IND,TE,0,3,0
636,Andrew Beck,DEN,TE,0,6,0
636,Beau Brinkley,FA,TE,0,5,0
636,Darius Bradwell,LAC,RB,0,2,0
636,Quinton Bell,TB,WR,0,5,0
636,Devin Asiasi,NE,TE,0,7,0
636,Jason Moore,LAC,WR,0,1,0
636,Evan Baylis,KC,TE,0,3,0
636,Easton Stick,LAC,QB,0,1,0
636,Nathan Cottrell,JAC,RB,0,7,0
636,Terry Godwin,JAC,WR,0,1,0
636,Clark Harris,CIN,TE,0,10,0
636,Kyle Nelson,FA,TE,0,3,0
636,Eric Tomlinson,BAL,TE,0,4,0
636,Chris Moore,HOU,WR,0,2,0
636,Stephen Sullivan,CAR,TE,0,1,0
636,Brandin Bryant,BUF,RB,0,1,0
636,J.P. Holtz,CHI,TE,0,14,0
636,Alex Bachman,NYG,WR,0,1,0
636,Kevin White,SF,WR,0,2,0
636,Duke Williams,BUF,WR,0,1,0
636,Jeff Badet,ATL,WR,0,2,0
636,Antony Auclair,HOU,TE,0,2,0
636,Hakeem Butler,PHI,WR,0,2,0
636,Jeremy Cox,FA,RB,0,3,0
636,Ricky Seals-Jones,WAS,TE,0,2,0
636,Daniel Helm,FA,TE,0,2,0
636,K.J. Osborn,MIN,WR,0,9,0
636,Deon Cain,BAL,WR,0,1,0
636,Taywan Taylor,HOU,WR,0,2,0
709,Matt Schaub,FA,QB,-0.4,1,-0.4
709,Mason Rudolph,PIT,QB,-0.4,3,-0.1
711,Adrian Killins,PHI,RB,-0.5,1,-0.5
712,DeAndre Carter,WAS,WR,-0.7,12,-0.1
713,Kendall Hinton,DEN,WR,-0.8,1,-0.8
714,Tim Boyle,DET,QB,-0.9,8,-0.1
715,Dede Westbrook,MIN,WR,-1.1,2,-0.6
716,Nsimba Webster,SF,WR,-2,15,-0.1
716,Dwayne Harris,FA,WR,-2,3,-0.7
718,Ty Long,LAC,K,-2.8,15,-0.2
